a_account_type,a_fund_seg1,master_object,master_project,master_org,account_name,department,division,cy_revised,ly_actual,ly_actual_closed,ly2_actual,object_name,character_code,character_code_name,org_name,default_year,default_period,munis_year,munis_period,fund_name,dept_name,division_name,budget_projection_used,budget_org,budget_object,budget_project,ny_budget_prelim,ny_budget_adopted,ny2_budget_prelim,ny2_budget_adopted
E,1,414140, ,1051530,Jury and Witness Fees         ,6,10,2000,64.01,64.01,393.33,Jury and Witness Fees         ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,414140, ,2000,2000,2000,2000
E,1,414150, ,1151593,Public Defender Investigations,6,11,5000,5006.26,5006.26,8323.54,Public Defender Investigations,40,SERVICES,Public Defense                ,2019,1,2018,12,GENERAL,LEGAL,Public Defender,18,1151593,414150, ,10000,10000,10000,10000
E,1,414160, ,1151593,Public Defender               ,6,11,210000,193274.5,193274.5,185345,Public Defender               ,40,SERVICES,Public Defense                ,2019,1,2018,12,GENERAL,LEGAL,Public Defender,18,1151593,414160, ,250000,250000,250000,250000
E,1,414170, ,1757100,Summer Youth                  ,14,17,29600,29650,29650,29650,Summer Youth                  ,40,SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,414170, ,29600,29600,29600,29600
E,1,414180, ,1051530,Criminal Prosecution Services ,6,10,195000,189996,189996,189996,Criminal Prosecution Services ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,414180, ,236000,236000,220000,220000
E,1,414190, ,1351830,Janitorial                    ,11,13,59100,55579.32,55579.32,58754.47,Janitorial                    ,40,SERVICES,City Hall Maintenance         ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1351830,414190, ,65500,65500,68500,68500
E,1,414190, ,1857550,Janitorial                    ,14,18,74700,64995.3,64995.3,66419.03,Janitorial                    ,40,SERVICES,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,414190, ,80000,80000,80000,80000
E,1,414200, ,1051530,Nuisance and Abatement Costs  ,6,10,15000,3983.27,3983.27,7527.43,Nuisance and Abatement Costs  ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,414200, ,17500,17500,17500,17500
E,1,414250, ,751420,Banking Svcs & Cr Card Fees   ,4,7,42000,38488.55,38488.55,35606.33,Banking Svcs & Cr Card Fees   ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,414250, ,42700,42700,44600,44600
E,1,414250, ,1657100,Banking Svcs & Cr Card Fees   ,14,16,40000,21728.74,21728.74,21165.08,Banking Svcs & Cr Card Fees   ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,414250, ,25000,25000,25000,25000
E,1,414280, ,1555860,Neighborhood Fund Grant       ,13,15,10000,0,0,0,Neighborhood Fund Grant       ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,414280, ,10000,10000,10000,10000
E,1,424210, ,151160,Telephone/Internet            ,1,1,0,3047.2,3047.2,2840.24,Telephone/Internet            ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,424210, ,3200,3200,3200,3200
E,1,424210, ,251310,Telephone/Internet            ,3,2,2000,1215.41,1215.41,1207.98,Telephone/Internet            ,40,SERVICES,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,424210, ,1100,1100,1100,1100
E,1,424210, ,351310,Telephone/Internet            ,5,3,0,0,0,0,Telephone/Internet            ,40,SERVICES,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,424210, ,700,700,700,700
E,1,424210, ,455870,Telephone/Internet            ,3,4,1000,1590.16,1590.16,1884.34,Telephone/Internet            ,40,SERVICES,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,424210, ,1100,1100,1100,1100
E,1,424210, ,551420,Telephone/Internet            ,5,5,1200,732.68,732.68,813.69,Telephone/Internet            ,40,SERVICES,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,424210, ,1500,1500,1500,1500
E,1,424210, ,651810,Telephone/Internet            ,5,6,350,244.21,244.21,271.23,Telephone/Internet            ,40,SERVICES,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,424210, ,1300,1300,1300,1300
E,1,424210, ,751420,Telephone/Internet            ,4,7,2000,1221.16,1221.16,1744.06,Telephone/Internet            ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,424210, ,2400,2400,2400,2400
E,1,424210, ,851880,Telephone/Internet            ,5,8,15000,6893.24,6893.24,9075.14,Telephone/Internet            ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,424210, ,14300,14300,14300,14300
E,1,424210, ,951420,Telephone/Internet            ,4,9,0,0,0,0,Telephone/Internet            ,40,SERVICES,Citywide                      ,2019,1,2018,12,GENERAL,FINANCE,Citywide,18,951420,424210, ,0,0,0,0
E,1,424210, ,1051530,Telephone/Internet            ,6,10,2000,1661.18,1661.18,1742.61,Telephone/Internet            ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,424210, ,1800,1800,1800,1800
E,1,424210, ,1252120,Telephone/Internet            ,8,12,5000,4233.13,4233.13,4200.24,Telephone/Internet            ,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,424210, ,3100,3100,3100,3100
E,1,424210, ,1354190,Telephone/Internet            ,11,13,5000,2716.43,2716.43,3726.08,Telephone/Internet            ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,424210, ,3600,3600,3600,3600
E,1,424210, ,1455850,Telephone/Internet            ,13,14,3600,2829.33,2829.33,3635.73,Telephone/Internet            ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,424210, ,3500,3500,3500,3500
E,1,424210, ,1555860,Telephone/Internet            ,13,15,1700,1099.03,1099.03,1380.57,Telephone/Internet            ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,424210, ,1900,1900,1900,1900
E,1,424210, ,1657100,Telephone/Internet            ,14,16,8500,9135.05,9135.05,8394.64,Telephone/Internet            ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,424210, ,13000,13000,13000,13000
E,1,424210, ,1757100,Telephone/Internet            ,14,17,1500,566.15,566.15,842.65,Telephone/Internet            ,40,SERVICES,Recreation                    ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Recreation,18,1757100,424210, ,0,0,0,0
E,1,424210, ,1857550,Telephone/Internet            ,14,18,900,543.79,543.79,537.65,Telephone/Internet            ,40,SERVICES,Parks Facilities              ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Maintenance,18,1857550,424210, ,1200,1200,1200,1200
E,1,424210, ,2955720,Telephone/Internet            ,3,29,0,0,0,0,Telephone/Internet            ,40,SERVICES,Human Services                ,2019,1,2018,12,GENERAL,CITY MANAGER,Human Services,18,2955720,424210, ,200,200,200,200
E,1,424220, ,151160,Postage                       ,1,1,0,0,0,0,Postage                       ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,424220, ,0,0,0,0
E,1,424220, ,251310,Postage                       ,3,2,15000,19094.43,19094.43,-2.65,Postage                       ,40,SERVICES,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,424220, ,0,0,0,0
E,1,424220, ,351310,Postage                       ,5,3,0,0,0,0,Postage                       ,40,SERVICES,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,424220, ,20750,20750,20750,20750
E,1,424220, ,455870,Postage                       ,3,4,0,0,0,15153.65,Postage                       ,40,SERVICES,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,424220, ,0,0,0,0
E,1,424220, ,551420,Postage                       ,5,5,15000,10433.86,10433.86,5166.58,Postage                       ,40,SERVICES,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,424220, ,10000,10000,10000,10000
E,1,424220, ,651810,Postage                       ,5,6,0,17.2,17.2,724,Postage                       ,40,SERVICES,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,424220, ,0,0,0,0
E,1,424220, ,751420,Postage                       ,4,7,2000,2129.66,2129.66,4162.7,Postage                       ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,424220, ,0,0,0,0
E,1,424220, ,851880,Postage                       ,5,8,0,0,0,43.03,Postage                       ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,424220, ,0,0,0,0
E,1,424220, ,1051530,Postage                       ,6,10,0,12.81,12.81,101.42,Postage                       ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,424220, ,0,0,0,0
E,1,424220, ,1354190,Postage                       ,11,13,0,0,0,0,Postage                       ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,424220, ,0,0,0,0
E,1,424220, ,1455850,Postage                       ,13,14,0,0,0,0,Postage                       ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,424220, ,0,0,0,0
E,1,424220, ,1555860,Postage                       ,13,15,100,0,0,0,Postage                       ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,424220, ,100,100,100,100
E,1,424220, ,1657100,Postage                       ,14,16,3200,3194.05,3194.05,1970,Postage                       ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,424220, ,500,500,500,500
E,1,424230, ,1252120,Radio Communications          ,8,12,0,0,0,8074.66,Radio Communications          ,40,SERVICES,Police Operations             ,2019,1,2018,12,GENERAL,POLICE,Police,18,1252120,424230, ,0,0,0,0
E,1,434310, ,151160,Lodging                       ,1,1,4000,2321.67,2321.67,1232.04,Lodging                       ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,434310, ,0,0,0,0
E,1,434310, ,251310,Lodging                       ,3,2,0,0,0,377.43,Lodging                       ,40,SERVICES,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,434310, ,0,0,0,0
E,1,434310, ,351310,Lodging                       ,5,3,0,0,0,0,Lodging                       ,40,SERVICES,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,434310, ,0,0,0,0
E,1,434310, ,455870,Lodging                       ,3,4,0,1830.53,1830.53,0,Lodging                       ,40,SERVICES,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,434310, ,1600,1600,700,700
E,1,434310, ,651810,Lodging                       ,5,6,0,244.08,244.08,241.86,Lodging                       ,40,SERVICES,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,434310, ,0,0,0,0
E,1,434310, ,751420,Lodging                       ,4,7,0,0,0,0,Lodging                       ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,434310, ,0,0,0,0
E,1,434310, ,851880,Lodging                       ,5,8,0,565.74,565.74,0,Lodging                       ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,434310, ,0,0,0,0
E,1,434310, ,1051530,Lodging                       ,6,10,0,0,0,546.21,Lodging                       ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,434310, ,0,0,0,0
E,1,434310, ,1354190,Lodging                       ,11,13,0,0,0,0,Lodging                       ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,434310, ,0,0,0,0
E,1,434310, ,1455850,Lodging                       ,13,14,0,558.36,558.36,0,Lodging                       ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,434310, ,0,0,0,0
E,1,434310, ,1555860,Lodging                       ,13,15,0,698.96,698.96,2090.35,Lodging                       ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,434310, ,0,0,0,0
E,1,434310, ,1657100,Lodging                       ,14,16,0,2761.87,2761.87,0,Lodging                       ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,434310, ,0,0,0,0
E,1,434320, ,151160,Meals                         ,1,1,0,239,239,271,Meals                         ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,434320, ,0,0,0,0
E,1,434320, ,251310,Meals                         ,3,2,0,38.67,38.67,674.89,Meals                         ,40,SERVICES,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,434320, ,0,0,0,0
E,1,434320, ,351310,Meals                         ,5,3,0,0,0,0,Meals                         ,40,SERVICES,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,434320, ,0,0,0,0
E,1,434320, ,455870,Meals                         ,3,4,0,617.07,617.07,0,Meals                         ,40,SERVICES,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,434320, ,600,600,300,300
E,1,434320, ,651810,Meals                         ,5,6,0,0,0,52,Meals                         ,40,SERVICES,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,434320, ,0,0,0,0
E,1,434320, ,751420,Meals                         ,4,7,0,0,0,0,Meals                         ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,434320, ,0,0,0,0
E,1,434320, ,851880,Meals                         ,5,8,0,48,48,264,Meals                         ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,434320, ,0,0,0,0
E,1,434320, ,1051530,Meals                         ,6,10,0,0,0,0,Meals                         ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,434320, ,0,0,0,0
E,1,434320, ,1354190,Meals                         ,11,13,0,0,0,0,Meals                         ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,434320, ,0,0,0,0
E,1,434320, ,1455850,Meals                         ,13,14,0,0,0,0,Meals                         ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,434320, ,0,0,0,0
E,1,434320, ,1555860,Meals                         ,13,15,0,46,46,350.41,Meals                         ,40,SERVICES,Planning                      ,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Planning,18,1555860,434320, ,0,0,0,0
E,1,434320, ,1657100,Meals                         ,14,16,0,697.5,697.5,0,Meals                         ,40,SERVICES,Parks Administration          ,2019,1,2018,12,GENERAL,PARKS/REC/CULTURAL SVCS,Parks Administration,18,1657100,434320, ,0,0,0,0
E,1,434330, ,151160,Mileage                       ,1,1,0,358.46,358.46,97.2,Mileage                       ,40,SERVICES,City Council                  ,2019,1,2018,12,GENERAL,CITY COUNCIL,City Council,18,151160,434330, ,0,0,0,0
E,1,434330, ,251310,Mileage                       ,3,2,0,141.42,141.42,26.14,Mileage                       ,40,SERVICES,City Manager                  ,2019,1,2018,12,GENERAL,CITY MANAGER,City Manager,18,251310,434330, ,0,0,0,0
E,1,434330, ,351310,Mileage                       ,5,3,0,0,0,0,Mileage                       ,40,SERVICES,Communications                ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Communications,18,351310,434330, ,0,0,0,0
E,1,434330, ,455870,Mileage                       ,3,4,0,0,0,0,Mileage                       ,40,SERVICES,Economic Development          ,2019,1,2018,12,GENERAL,CITY MANAGER,Economic Development,18,455870,434330, ,0,0,0,0
E,1,434330, ,551420,Mileage                       ,5,5,200,0,0,39.42,Mileage                       ,40,SERVICES,City Clerk                    ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,City Clerk,18,551420,434330, ,0,0,0,0
E,1,434330, ,651810,Mileage                       ,5,6,0,80.25,80.25,161.68,Mileage                       ,40,SERVICES,Human Resources               ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Human Resources,18,651810,434330, ,0,0,0,0
E,1,434330, ,751420,Mileage                       ,4,7,0,338.51,338.51,710.52,Mileage                       ,40,SERVICES,Finance                       ,2019,1,2018,12,GENERAL,FINANCE,Finance,18,751420,434330, ,0,0,0,0
E,1,434330, ,851880,Mileage                       ,5,8,0,234.33,234.33,10.16,Mileage                       ,40,SERVICES,Information Technology        ,2019,1,2018,12,GENERAL,ADMINISTRATIVE SERVICES,Information Technology,18,851880,434330, ,0,0,0,0
E,1,434330, ,1051530,Mileage                       ,6,10,0,22.48,22.48,0,Mileage                       ,40,SERVICES,Legal Services                ,2019,1,2018,12,GENERAL,LEGAL,Legal Services,18,1051530,434330, ,0,0,0,0
E,1,434330, ,1354190,Mileage                       ,11,13,0,0,0,0,Mileage                       ,40,SERVICES,Public Works                  ,2019,1,2018,12,GENERAL,PUBLIC WORKS,Public Works - Gen Fund,18,1354190,434330, ,0,0,0,0
E,1,434330, ,1455850,Mileage                       ,13,14,0,0,0,0,Mileage                       ,40,SERVICES,Building Permits & Plan Review,2019,1,2018,12,GENERAL,COMMUNITY DEVELOPMENT,Building,18,1455850,434330, ,0,0,0,0
